hhid,paxid,person_type,person_type_id,age,age_id,student_type,student_type_id,gender,female_dummy,income,income_id,work_from_home_dummy,has_driving_license,has_fixed_work_location,fix_work_location_pcode_temp,fix_work_location_mtz,school_location_mtz
650321BO,2,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,119074,538182,0
650321BO,3,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Female,1,$1-$1000,1,0,0,1,609270,517010,0
650321CO,1,Retired,6,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650321CO,2,Homemaker,5,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650321CO,3,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$4000-$4999,7,0,0,1,100108,506210,0
650321DR2,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,718919,555040,0
650321DR2,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,408557,515152,0
650321DR2,3,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,505090
650321DR2,4, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650321DR2,5,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,1,650321,505090,0
650321ER1,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,609731,517050,0
650321ER1,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,639504,553052,0
650321ER1,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$3000-$3999,6,0,0,1,169204,506140,0
650321ER1,4,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,228208,531060,0
650321ER1,5,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,$1001-$1499,2,0,1,1,38983,514172,0
650322AR1,1,Retired,6,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0
650322AR1,2,Retired,6,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
650322AR1,3,Employed Part-time,2,35-39 yrs old,7,not a full time student,11,Female,1,$1001-$1499,2,0,1,1,650371,505090,0
650322AR1,4,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,638492,553032,0
650322BR1,1,Unemployed,7,45-49 yrs old,9,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650322BR1,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,730018,556040,0
650322BR1,3,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,0
650322BR1,4,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,505040
650322BR1,5,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,1,0,0,0,518140
650322BR1,6,Full time student,4,4-9 yrs old,1,Preschool,1,Female,1,No Income,12,0,0,0,0,0,505182
650322CR1,1,Retired,6,55-59 yrs old,11,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
650322CR1,2,Employed Part-time,2,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,1,78880,514070,0
650322CR1,3,Employed Part-time,2,50-54 yrs old,10,not a full time student,11,Female,1,$1-$1000,1,0,1,0,0,0,0
650322CR1,4,Employed Part-time,2,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0
650322CR1,5,Full time student,4,15-19 yrs old,3,Polytechnic,5,Female,1,No Income,12,0,0,0,0,0,501170
650322DR1,1,Employed Part-time,2,45-49 yrs old,9,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0
650322DR1,2,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,505050
650322DR1,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,505090
650322DR1,4,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,505090
650322ER1,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,486965,549020,0
650322ER1,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,486965,549020,0
650322ER1,3,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,638408,553180,0
650322ER1,4,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,638408,553180,0
650322ER1,5,Retired,6,70-74 yrs old,14,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650322ER1,6,Retired,6,80-84 yrs old,16,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650322ER1,7,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,505080
650322ER1,8,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,505080
650322ER1,9,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,1,650322,505090,0
650337BO,1, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650337BO,2,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$2000-$2499,4,0,0,1,637610,553191,0
650337BO,3,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,238859,531040,0
650337BO,4,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,512020
650404AO,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,534625,516030,0
650404AO,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$2500-$2999,5,0,0,1,627972,504100,0
650404AO,3,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,505090
650404BO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,569619,501090,0
650404BO,2,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0
650404BO,3, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650404BO,4,National service,8,20-24 yrs old,4,not a full time student,11,Male,0,$1-$1000,1,0,0,0,0,0,0
650404BO,5,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,1,650404,505182,0
650404CR1,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,639130,553150,0
650404CR1,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650404CR1,3,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,508160
650404DO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$4000-$4999,7,1,1,1,650404,505182,0
650404DO,2,Employed Part-time,2,50-54 yrs old,10,not a full time student,11,Female,1,$3000-$3999,6,0,0,0,0,0,0
650404DO,3,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,0
650404DO,4,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,508160
650404ER1,1,Employed Full-time,1,60-64 yrs old,12,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,619103,517230,0
650404ER1,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650404ER1,3,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,417942,502041,0
650407AO,1,Retired,6,60-64 yrs old,12,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650407AO,2,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Female,1,$1-$1000,1,0,0,1,689811,512060,0
650407AO,3,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,689811,512060,0
650407AO,4,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$2000-$2499,4,0,1,0,0,0,0
650407AO,5, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650407AO,6,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,505182
650407BO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,629454,535050,0
650407BO,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650407BO,3,Unemployed,7,20-24 yrs old,4,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650407BO,4,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,0
650407CO,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,499616,510012,0
650407CO,2,Homemaker,5,35-39 yrs old,7,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650407CO,3,Full time student,4,10-14 yrs old,2,Preschool,1,Male,0,No Income,12,0,0,0,0,0,505182
650407CO,4,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,505182
650407DR1,1,Self-employed,3,45-49 yrs old,9,not a full time student,11,Male,0,$7000-$7999,10,0,1,1,48618,514010,0
650407DR1,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$4000-$4999,7,0,0,1,48618,514010,0
650407DR1,3,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Male,0,No Income,12,0,0,0,0,0,508090
650407ER1,1,Employed Part-time,2,55-59 yrs old,11,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,287994,508080,0
650407ER1,2,Self-employed,3,20-24 yrs old,4,not a full time student,11,Male,0,$1500-$1999,3,1,0,1,650407,505182,0
650407ER1,3,National service,8,20-24 yrs old,4,not a full time student,11,Male,0,$1-$1000,1,0,0,0,0,0,0
650407ER1,4,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,505182
650410AR1,1,Employed Full-time,1,65-69 yrs old,13,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,179098,514140,0
650410AR1,2,Employed Part-time,2,50-54 yrs old,10,not a full time student,11,Female,1,$1-$1000,1,1,0,1,650410,505182,0
650410AR1,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,238879,531060,0
650410AR1,4,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,819642,510051,0
650410AR1,5,Employed Part-time,2,20-24 yrs old,4,not a full time student,11,Female,1,$1001-$1499,2,0,0,0,0,0,0
650410BO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$5000-$5999,8,0,0,1,189721,514161,0
650410BO,2,Homemaker,5,35-39 yrs old,7,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650410BO,3,Full time student,4,4-9 yrs old,1,Preschool,1,Female,1,No Income,12,0,0,0,0,0,552080
650410CR1,1,Employed Part-time,2,60-64 yrs old,12,not a full time student,11,Male,0,$1-$1000,1,0,0,0,0,0,0
650410CR1,2,Employed Part-time,2,55-59 yrs old,11,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,609731,517050,0
650410CR1,3,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,159965,506240,0
650410CR1,4,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,159965,506240,0
650410DR1,1,Retired,6,75-79 yrs old,15,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
650410DR1,2,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650410DR1,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,597654,513090,0
650410EO,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,596221,508100,0
650410EO,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650410EO,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,505090
650410EO,4,Full time student,4,4-9 yrs old,1,Preschool,1,Female,1,No Income,12,0,0,0,0,0,505090
650411AR1,1,Employed Full-time,1,60-64 yrs old,12,not a full time student,11,Male,0,$1001-$1499,2,0,1,1,658080,505050,0
650411AR1,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650411BO,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$4000-$4999,7,0,1,1,609918,517040,0
650411BO,2, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650411BO,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650411BO,4,Homemaker,5,20-24 yrs old,4,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650411BO,5, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650411BO,6,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650411BO,7, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650411CO,1,Employed Part-time,2,70-74 yrs old,14,not a full time student,11,Female,1,$1-$1000,1,0,1,1,688246,512100,0
650411DR1,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,117862,538281,0
650411DR1,2,Homemaker,5,35-39 yrs old,7,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0
650411DR1,3,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,508160
650411DR1,4,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,505090
650411DR1,5,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,505182
650411ER1,1,Self-employed,3,45-49 yrs old,9,not a full time student,11,Male,0,$3000-$3999,6,0,1,0,0,0,0
650411ER1,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,188865,540030,0
650411ER1,3,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,505090
650411ER1,4,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,512140
650411ER1,5, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650411ER1,6,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650417AR3,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$2500-$2999,5,0,0,1,619102,517133,0
650417AR3,2,Homemaker,5,30-34 yrs old,6,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650417AR3,3,Non schooling child,12,10-14 yrs old,2,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650417BO,1,Unemployed,7,30-34 yrs old,6,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650417BO,2,Homemaker,5,30-34 yrs old,6,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650417BO,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,505182
650417BO,4,Full time student,4,10-14 yrs old,2,Preschool,1,Male,0,No Income,12,0,0,0,0,0,505182
650417BO,5,Non schooling child,12,4-9 yrs old,1,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650417BO,6, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650417BR1,1,Unemployed,7,30-34 yrs old,6,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650417BR1,2,Homemaker,5,30-34 yrs old,6,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650417BR1,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,505182
650417BR1,4,Full time student,4,10-14 yrs old,2,Preschool,1,Male,0,No Income,12,0,0,0,0,0,505182
650417BR1,5,Non schooling child,12,4-9 yrs old,1,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650417BR1,6, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650417CO,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,689811,512060,0
650417CO,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650417CO,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,207704,540070,0
650417CO,4,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,169608,506030,0
650417CO,5,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,505182
650417DO,1, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650417DO,2,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,513070
650417DO,3,Unemployed,7,15-19 yrs old,3,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650417DO,4,Retired,6,50-54 yrs old,10,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0
650419AO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$2500-$2999,5,0,0,1,629888,535090,0
650419AO,2,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650419AO,3,Unemployed,7,20-24 yrs old,4,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650419AO,4,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,659163,505120,0
650419AO,5,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,389835,515032,0
650419BR1,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,238872,531030,0
650419BR1,2,Employed Part-time,2,45-49 yrs old,9,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0
650419CR2,1,Retired,6,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650419CR2,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650419CR2,3,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1-$1000,1,0,0,1,89059,506041,0
650419CR2,4,Homemaker,5,30-34 yrs old,6,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650419CR2,5,Non schooling child,12,4-9 yrs old,1,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650419CR2,6,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,1,238863,531040,0
650419CR2,7,Full time student,4,15-19 yrs old,3,Special education school,9,Male,0,No Income,12,0,0,0,0,0,556100
650419CR2,8, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650419DR1,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$1001-$1499,2,0,1,1,38983,514172,0
650419DR1,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,468982,502090,0
650419DR1,3,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,627830,554011,0
650419DR1,4,Full time student,4,10-14 yrs old,2,Primary,2,Female,1,No Income,12,0,0,0,0,0,505182
650419DR1,5,Full time student,4,10-14 yrs old,2,Primary,2,Female,1,No Income,12,0,0,0,0,0,505040
650419DR1,6,Full time student,4,10-14 yrs old,2,Primary,2,Female,1,No Income,12,0,0,0,0,0,505182
650419ER1,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$4000-$4999,7,0,0,1,159965,506240,0
650419ER1,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,627878,554012,0
650421AR2,1,Unemployed,7,60-64 yrs old,12,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
650421AR2,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650421AR2,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,48581,514020,0
650421BR2,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,409179,515090,0
650421BR2,2,Full time student,4,20-24 yrs old,4,Polytechnic,5,Female,1,No Income,12,0,0,0,0,0,508090
650421BR2,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
650421BR2,4,Retired,6,45-49 yrs old,9,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
650421BR2,5,Retired,6,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650421CR3,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,738078,548110,0
650421CR3,2,Homemaker,5,30-34 yrs old,6,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650421CR3,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,505182
650421CR3,4,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,505182
650421CR3,5,Full time student,4,4-9 yrs old,1,Preschool,1,Female,1,No Income,12,0,0,0,0,0,505090
650421DR1,1,Employed Full-time,1,70-74 yrs old,14,not a full time student,11,Male,0,$1001-$1499,2,0,1,1,718887,520030,0
650421DR1,2,Employed Part-time,2,60-64 yrs old,12,not a full time student,11,Female,1,$1-$1000,1,1,0,1,650421,505182,0
650421DR1,3,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$1500-$1999,3,0,1,0,0,0,0
650421DR1,4,Employed Part-time,2,30-34 yrs old,6,not a full time student,11,Male,0,$1-$1000,1,0,0,0,0,0,0
650421ER1,1,Retired,6,55-59 yrs old,11,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
650421ER1,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$2500-$2999,5,0,1,0,0,0,0
650421ER1,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,778895,557270,0
650421ER1,4,Retired,6,85 yrs & above,17,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650423AR2,1,Employed Part-time,2,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,1,658713,505150,0
650423AR2,2,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,505182
650423BR1,1,Unemployed,7,55-59 yrs old,11,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
650423BR1,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650423BR1,3,Unemployed,7,15-19 yrs old,3,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
650423BR1,4,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Male,0,No Income,12,0,0,0,0,0,513102
650423BR1,5,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,505182
650423BR1,6,Full time student,4,4-9 yrs old,1,Preschool,1,Female,1,No Income,12,0,0,0,0,0,505182
650423CO,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,609081,517090,0
650423CO,2,Homemaker,5,20-24 yrs old,4,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
650423CO,3,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,505182
650423CO,4, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
