hhid,paxid,person_type,person_type_id,age,age_id,student_type,student_type_id,gender,female_dummy,income,income_id,work_from_home_dummy,has_driving_license,has_fixed_work_location,fix_work_location_pcode_temp,fix_work_location_mtz,school_location_mtz
050005ER1,1,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
050005ER1,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,641692,518080,0
050005ER1,3,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,38983,514172,0
050005ER2,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$1-$1000,1,0,0,1,577178,503091,0
050005ER2,2,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,526030
050005ER3,1,Employed Full-time,1,65-69 yrs old,13,not a full time student,11,Male,0,$1-$1000,1,0,0,1,79314,514070,0
050005ER4,1,Retired,6,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
050005ER6,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$1-$1000,1,0,0,1,89486,532010,0
050005ER6,2,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,502090
050533AO,1,Homemaker,5,25-29 yrs old,5,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0
050533AO,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,609915,517040,0
050533AO,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
050533DO,1,Employed Part-time,2,40-44 yrs old,8,not a full time student,11,Male,0,$1-$1000,1,0,0,0,0,0,0
050533DO,2, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
050533DO,3,Retired,6,85 yrs & above,17,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
050533ER1,1,Homemaker,5,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
050533ER1,2,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,539020
050535AR4,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,339349,519170,0
050535BR1,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$2000-$2499,4,0,0,1,329727,530110,0
050535BR1,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,210663,540081,0
050535BR1,3,Full time student,4,15-19 yrs old,3,"Others (eg pte study at home,Home Study)",10,Male,0,$1-$1000,1,0,0,0,0,0,0
050535CR1,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,819829,510042,0
050535CR1,2,Homemaker,5,25-29 yrs old,5,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
050535CR1,3,Employed Part-time,2,65-69 yrs old,13,not a full time student,11,Female,1,$1-$1000,1,0,0,1,188021,503100,0
050535CR1,4, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
050535DR5,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,Refused,14,0,1,1,307987,530120,0
050535ER5,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,670256,507030,0
050535ER5,2,Full time student,4,20-24 yrs old,4,Private school,8,Male,0,No Income,12,0,0,0,0,0,0
050535ER5,3,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,0
050535ER5,4,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,506120
050535ER5,5,Employed Part-time,2,45-49 yrs old,9,not a full time student,11,Female,1,$1-$1000,1,0,0,1,239917,546060,0
050536AR5,1,Full time student,4,20-24 yrs old,4,Private school,8,Male,0,No Income,12,0,0,0,0,0,525110
050536CR4,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,180261,540020,0
050536CR4,2,Homemaker,5,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
050536DR6,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,Refused,14,0,1,0,0,0,0
050536DR6,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
050536DR6,3,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,506120
050536DR6,4,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,506130
050536ER4,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,Refused,14,0,0,1,238863,531040,0
050536ER4,2,Full time student,4,15-19 yrs old,3,Polytechnic,5,Female,1,No Income,12,0,0,0,0,0,501170
050536ER4,3,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,506120
050536ER4,4,Unemployed,7,45-49 yrs old,9,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
051335AR1,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$3000-$3999,6,0,0,1,669645,505012,0
051335AR1,2,Retired,6,60-64 yrs old,12,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
051335AR1,3,Retired,6,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
051335DR2,1,Self-employed,3,55-59 yrs old,11,not a full time student,11,Male,0,$2000-$2499,4,0,1,0,0,0,0
058573BO,1,Employed Part-time,2,45-49 yrs old,9,not a full time student,11,Male,0,$1-$1000,1,0,1,0,0,0,0
058581CO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,58581,532050,0
058600AO,1,Self-employed,3,35-39 yrs old,7,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,58600,532050,0
058604DR1,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,58603,532050,0
058604EO,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,58604,532050,0
059108AO,1,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,$2500-$2999,5,0,0,1,68913,514030,0
059108BO,1,Retired,6,70-74 yrs old,14,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
059108BO,2,Homemaker,5,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
059108CO,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,339172,519070,0
059108DO,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,228220,531060,0
059108DO,2,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
059108EO,1,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,$1-$1000,1,0,0,1,159964,538200,0
059108EO,2,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,$1-$1000,1,0,0,1,159964,538200,0
059108ER1,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,600246,517070,0
059108ER1,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,1,59108,532040,0
080008AO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,99892,547010,0
080008BO,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$1001-$1499,2,0,1,1,768959,557170,0
080008BO,2,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,757713,542030,0
080008BO,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,569830,501170,0
080008BO,4,Homemaker,5,80-84 yrs old,16,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080008BO,5,Domestic worker,10,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0
080008CO,1,Retired,6,60-64 yrs old,12,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
080008CO,2,Retired,6,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080008DO,1,Retired,6,60-64 yrs old,12,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
080008DO,2,Retired,6,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080008EO,1,Self-employed,3,50-54 yrs old,10,not a full time student,11,Male,0,$1001-$1499,2,0,1,1,309331,530060,0
080008EO,2,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,408933,515162,0
080008EO,3,Full time student,4,15-19 yrs old,3,Private school,8,Female,1,No Income,12,0,0,0,0,0,531020
080008EO,4,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,538030
080105AR7,1,Retired,6,55-59 yrs old,11,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
080105AR7,2,Employed Part-time,2,50-54 yrs old,10,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,159303,506270,0
080105AR7,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,109679,506280,0
080333AO,1,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,537010
080333AO,2,Homemaker,5,80-84 yrs old,16,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333AO,3,Employed Part-time,2,45-49 yrs old,9,not a full time student,11,Female,1,$1-$1000,1,0,0,1,307683,530060,0
080333AR6,1,Homemaker,5,20-24 yrs old,4,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333AR6,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$2000-$2499,4,0,0,1,99892,547010,0
080333AR6,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
080333BR3,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$1001-$1499,2,0,0,0,0,0,0
080333BR3,2,Retired,6,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333BR4,1,Unemployed,7,55-59 yrs old,11,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
080333BR4,2,Homemaker,5,85 yrs & above,17,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333CR1,1,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,$1-$1000,1,0,0,1,238877,531030,0
080333CR1,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333CR6,1,Employed Part-time,2,35-39 yrs old,7,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0
080333CR6,2,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,516082
080333CR6,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,516081
080333DO,1,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333DO,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,169608,506030,0
080333DO,3,Full time student,4,4-9 yrs old,1,Preschool,1,Female,1,No Income,12,0,0,0,0,0,0
080333DO,4,Non schooling child,12,4-9 yrs old,1,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333DO,5, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
080333DR3,1,Retired,6,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
080333DR3,2,Employed Part-time,2,60-64 yrs old,12,not a full time student,11,Female,1,$1-$1000,1,0,0,1,119963,538260,0
080333DR3,3,Full time student,4,20-24 yrs old,4,Polytechnic,5,Male,0,No Income,12,0,0,0,0,0,501170
080333EO,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$3000-$3999,6,0,0,1,534257,534012,0
080333EO,2,Unemployed,7,30-34 yrs old,6,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333EO,3,Retired,6,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333ER3,1,Retired,6,70-74 yrs old,14,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
080333ER3,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333ER4,1,Employed Part-time,2,45-49 yrs old,9,not a full time student,11,Female,1,$1-$1000,1,0,0,1,149596,538120,0
080333ER5,1,Unemployed,7,25-29 yrs old,5,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333ER5,2,Homemaker,5,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333ER5,3,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$1-$1000,1,0,0,0,0,0,0
080333ER5,4,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Female,1,$1-$1000,1,0,0,1,329752,530072,0
080333ER6,1,Employed Part-time,2,50-54 yrs old,10,not a full time student,11,Male,0,$1-$1000,1,0,0,0,0,0,0
080333ER6,2,Homemaker,5,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
080333ER7,1,Employed Part-time,2,70-74 yrs old,14,not a full time student,11,Male,0,$1-$1000,1,0,0,0,0,0,0
081004AR1,1,Employed Full-time,1,65-69 yrs old,13,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,99447,506070,0
081004AR1,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
081004AR1,3,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,Refused,14,0,1,1,98544,506060,0
081004AR1,4, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
081004BO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,119963,538260,0
081004BO,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,199555,519010,0
081004BO,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,552080
081004CO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$8000 and above,11,0,1,1,339416,519070,0
081004CO,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$3000-$3999,6,0,0,1,347790,515031,0
081004CO,3,Retired,6,75-79 yrs old,15,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
081004CO,4,Retired,6,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
081004CO,5,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,506100
081004CO,6,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,506100
081004CO,7,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$4000-$4999,7,0,1,1,759956,542100,0
081004CO,8,Homemaker,5,25-29 yrs old,5,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
081004CO,9, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
081004DO,1,Self-employed,3,60-64 yrs old,12,not a full time student,11,Male,0,$4000-$4999,7,0,1,1,80008,532010,0
081004DO,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
081004DO,3,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$3000-$3999,6,0,1,1,169485,506100,0
081004DO,4,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$5000-$5999,8,0,1,1,239732,531020,0
081004DO,5,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,532070
081004EO,1,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
081005AO,1,Employed Full-time,1,65-69 yrs old,13,not a full time student,11,Female,1,$1-$1000,1,0,0,1,649846,518080,0
081005BO,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,397750,519102,0
081005BO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,Refused,14,0,0,1,59443,532050,0
081005BO,3,Employed Full-time,1,70-74 yrs old,14,not a full time student,11,Male,0,$1-$1000,1,0,0,1,149735,538102,0
081005BO,4,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
081005CO,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,68811,514050,0
081005CO,2,Full time student,4,10-14 yrs old,2,Special education school,9,Female,1,No Income,12,0,0,0,0,0,538020
081005CO,3,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,540050
081005CO,4,Domestic worker,10,35-39 yrs old,7,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0
081005DO,1,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
081005DO,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$2500-$2999,5,0,0,1,738406,548130,0
081005DO,3,Self-employed,3,30-34 yrs old,6,not a full time student,11,Female,1,$2000-$2499,4,0,1,1,188307,540011,0
081005EO,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,79911,514060,0
081005EO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$2500-$2999,5,0,0,1,555854,544050,0
081005EO,3,Retired,6,70-74 yrs old,14,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
081005EO,4,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
082002AO,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$3000-$3999,6,0,1,1,119613,538183,0
082002AO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$4000-$4999,7,0,1,1,138675,538130,0
082002AO,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
082002AO,4, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
082002AO,5,Employed Part-time,2,55-59 yrs old,11,not a full time student,11,Female,1,$1-$1000,1,0,0,1,89316,514060,0
082002BO,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$4000-$4999,7,0,0,1,89315,514060,0
082002BO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$3000-$3999,6,0,1,1,119960,538260,0
082002BO,3,Full time student,4,25-29 yrs old,5,Private school,8,Male,0,No Income,12,0,0,0,0,0,526030
082002CO,1,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,$1-$1000,1,0,0,1,188306,540011,0
082002CO,2,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,$1-$1000,1,0,0,1,188306,540011,0
082002DR1,1,Self-employed,3,65-69 yrs old,13,not a full time student,11,Male,0,$1001-$1499,2,0,1,1,398342,515070,0
082002DR1,2,Employed Part-time,2,20-24 yrs old,4,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,228208,531060,0
082002DR1,3, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
082002ER1,1,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$2000-$2499,4,0,1,1,69113,532010,0
082002ER1,2,Unemployed,7,20-24 yrs old,4,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
082002ER1,3,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
082002ER1,4,Employed Part-time,2,55-59 yrs old,11,not a full time student,11,Male,0,$1-$1000,1,0,1,0,0,0,0
088271AO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$8000 and above,11,0,0,0,0,0,0
088271BO,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$8000 and above,11,0,0,1,48623,514010,0
088323EO,1,Employed Part-time,2,15-19 yrs old,3,not a full time student,11,Male,0,$1-$1000,1,0,0,1,88323,532050,0
088330DO,1,Employed Full-time,1,70-74 yrs old,14,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,88330,532050,0
088330DO,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,89003,532050,0
088334AR1,1,Self-employed,3,35-39 yrs old,7,not a full time student,11,Male,0,$2500-$2999,5,0,0,1,88334,532050,0
088334AR1,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,329538,530071,0
088334BO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$2500-$2999,5,0,0,1,88334,532050,0
088334BO,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,88334,532050,0
089842CO,1,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,$2000-$2499,4,0,0,1,89842,532050,0
090028AR2,1,Self-employed,3,45-49 yrs old,9,not a full time student,11,Male,0,Refused,14,0,0,1,310185,552020,0
090028AR2,2,Employed Full-time,1,70-74 yrs old,14,not a full time student,11,Female,1,$1-$1000,1,0,0,1,79909,514050,0
090028CR4,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,Refused,14,0,0,1,569139,501060,0
090028CR4,2,Homemaker,5,20-24 yrs old,4,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
090028CR4,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
090028DR1,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,Refused,14,0,0,1,158901,506130,0
090028DR1,2,Homemaker,5,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
090028ER6,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,Refused,14,0,1,1,119963,538260,0
090028ER6,2,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Female,1,Refused,14,0,0,1,119932,538260,0
090028ER6,3,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Male,0,No Income,12,0,0,0,0,0,549080
090028ER6,4,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,538010
090029AR1,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,207704,540070,0
090029AR1,2,Homemaker,5,30-34 yrs old,6,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
090029AR1,3,Full time student,4,10-14 yrs old,2,Primary,2,Female,1,No Income,12,0,0,0,0,0,506080
090029AR1,4,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,556050
090029BR1,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,469333,502130,0
090029BR1,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
090029BR1,3,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,506080
090029CR1,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,618769,518110,0
090029CR1,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,238863,531040,0
090029DR7,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,237994,546050,0
090029DR7,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
